mutual,tweet1,type1,tweet2,type2,tweet3,type3,tweet4,type4,tweet5,type5,tweet6,type6,tweet7,type7,tweet8,type8,tweet9,type9,tweet10,type10,rated,p1,c1,p2,c2,p3,c3,p4,c4,p5,c5
DoubleGray,"Good one! Last time I checked, Republicans, not Democrats, control the Senate. They control the schedule, need only 50 votes to confirm.",retweet,"Absolutely nothing. Polls don't mean anything. I don't want Trump to have another term, but Biden is senile as shit. I just want the election over so covid can magically disappear.",quote,"If you’re an American, if you’re a Republican, and you’re not disgusted by Trump’s undermining of US Intellegence Agencies, his dismissal of Russia’s cyber-terrorism against our democratic institutions, and his deference to the murderous Russian leader, YOU ARE A CULT MEMBER.",retweet,"I'm not opposed to #MarriageEquality, far from it. I just think people should recognize no conservative or Republican #POTUS would have",tweet,"I’m still in disbelief as to how ANY woman could’ve supported (or still supports)Trump, knowing he bragged about assaulting women when about 1 in 3 women will be assaulted in her lifetime! He’s a disgusting, misogynistic pig who is completely undeserving of being potus!",tweet,"Trump may win the presidency, even as forecasts show Clinton winning the popular vote. The only college I don't like is the electoral one.",retweet,The elections across the U.S. made history: - The first Native American women were elected to Congress - The first Muslim women were elected to Congress - The first openly gay man was elected as governor - There will be at least 100 women in the House,retweet,"""Take a vote to give millions of the hardest-working people in America a raise."" —Obama to Congress on why it's time to #RaiseTheWage #SOTU",retweet,Donald Trump's anti-Iraq War position wasn't as prophetic as he thinks via,tweet,"It started with a tweet. At 12:54 a.m., hours after news broke that his top aide Hope Hicks had tested positive for coronavirus, President Trump tweeted that he and the first lady had tested positive — just 32 days before Election Day",retweet,0,,,,,,,,,,
DrWernerKlopek,"Democrats are trying to pass legislation to reduce inflation, prevent a national depression, and help Americans get a handle on their personal finances, but Republicans are voting against it. Want to cripple the economy? Then vote Republican, by all means!",tweet,"@StephenM Republicans will take away Social Security and Medicare, leaving 66 million vulnerable Americans with no safety net. VOTE DEMOCRAT.",reply,"There are fifty Republican US Senators, and not one is willing to cross the aisle to vote to help American families. Not one.",retweet,"The Texas GOP platform: —Demands a referendum on secession —Declares homosexuality is “an abnormal lifestyle choice” —Claims that President Biden ""was not legitimately elected"" —Calls for the abolishment of the Voting Rights Act This is @DanPatrick's agenda. We must beat him.",retweet,"The people who should be watching this won't, but even if they were watching, it wouldn't matter. It's not like they *believe* Trump won, it's that they don't care and don't give a damn about the Constitution or elections or the rule of law. They just don't care.",retweet,"Discouraged by the poor messaging by Democrats. Hate to say it, but Dem voters needed to be scared into voting because they'd lose something essential. If Dems had focused on the Republican plan to cut Social Security/Medicare, they could have Mopped. The. Floor w/ opponents.",reply,"Russia calls for its ""partner Trump"" to be installed as President. Trump calls for Russia to help him politically. All this while Russia commits war crimes through a brutal, unprovoked invasion of another democratic nation. This is the leader of the Republican Party.",retweet,Andrew Yang just said the FBI searching Trump’s home “seems political.” Yang also said this will “ensure” Trump gets re-elected in 2024. Andrew is actively spreading GOP talking points. He’s doing Fox News’ bidding for them. I’ll say it again: Andrew Yang sides with the Fascists.,retweet,"Um, the Republicans are running on cutting Social Security &amp; Medicare. It’s criminal to lie to these voters and trick them into voting against the only safety net they have! #GOPLies #VoteBlue for #SocialSecurity #Medicare",reply,The GOP refusing to raise the debt limit to pay Trump’s bills—while gaslighting the nation into thinking it’s somehow Biden’s fault—should tell you everything you need to know about their descent into performative politics. They don’t represent the people of the United States.,retweet,0,,,,,,,,,,
EJPGjournal,UCI’s grad student government has been trying to email grad students FOR WEEKS about their right to strike. Admin blocked those emails. They also blocked an email of support from the undergrad student government. Their reason? The content is “political.” It gets worse.,retweet,Why I'm voting No - a thread. TLDR: this contract does not solve most of the problems that brought us out on the picket line in the first place.,tweet,"#USA joins long list of countries that prioritizing #BuildBackBetter in male-dominated sectors &amp; ignoring sectors like health, education &amp; care-work, which are women-dominant. I'm not the only person making this point, but I do have a primer in @WPReview.",retweet,"I'm presenting an iPoster on 9/30 from 11-11:30am PDT entitled ""Negotiating Women's Representation"" on the effects of local women's active participation in peace negotiations on women's political representation in post-conflict states.",reply,"Literally every person I meet: What are you studying? Me: Political science Them: So, whaddya think about this Afghanistan mess? Me:",tweet,"When UC makes it impossibly expensive to be a scientist &amp; live in CA - low wages, no childcare, no housing - it forces out everyone who lacks family money (especially Black/Latine ppl, bc racism). It imposes a poll tax on going into science. And that makes our science worse. 6/",retweet,"If you are a political scientist and think it is an outrage that the Claremont Institute has invited coup architect John Eastman to the APSA annual meeting, please read and consider signing this open letter to the APSA Council: #APSA2021",retweet,"We hear that President Drake - who earns $1m and lives in a house worth $6.5m - will announce that those on strike, including faculty, will have pay docked for demanding that everybody should be able to afford to go to graduate school. That's why we need #FairUCNow",retweet,"But regardless of how you vote, we hope there’s one thing you can take away from this strike: Screw the UC and screw the neoliberal capitalist, racist, ableist, heterosexist, nationalist model of education. Regardless of the contract vote outcome, this fight isn’t over.",retweet,"Respectfully, I will be voting no on this TA. Here’s why: All things being equal, we should ratify a contract based on whether it meets our needs, or we believe that we can’t build the power necessary to win more. Neither of these conditions have been satisfied in my view.",retweet,0,,,,,,,,,,
Eight20Six,"One day after 8 people were killed due to hatred of Asian women, how dare 172 Republicans vote against the Violence Against Women Act? The most contentious part of the act? Preventing people convicted of domestic abuse or stalking from purchasing a firearm.",retweet,"Shock of shocks! Donald Trump, the self-proclaimed billionaire, received a $72.9 million tax refund from the IRS while not paying a nickel in federal income taxes in 10 out of 15 years. Yep. Trump l-o-v-e-s corporate socialism for himself, rugged capitalism for everyone else.",retweet,Matt Lauer lost his job. Charlie Rose lost his job. Mark Halperin lost his job. Glenn Thrush lost his job. Billy Bush lost his job. Harvey Weinstein lost his job. Kevin Spacey lost his job. But in politics... Conyers still in Congress. Moore still running. Trump still President.,retweet,".@PeteButtigieg: ""America is under attack from homegrown white nationalist terrorism…We are the only country in the world with more guns than people... White nationalism [is] inspiring people to commit murder, &amp; it’s being condoned at the highest levels of the American gov’t.""",retweet,Republicans “all votes should be done in person with a valid id!” Oh so.. fuck the military people overseas. Fuck the elderly who may not be mobile. Fuck the out of state college kids. Fuck the people on vacations or business trips. Or have to work in general.,tweet,"President Trump has just extended the federal social distancing guidelines on the coronavirus to April 30. Hunker down, folks.",retweet,Biden went to a protest site. Trump went to his bunker. That says everything.,retweet,These idiots trying to rip Obama for Katrina. Are they too stupid to count from 2005? W was POTUS during Katrina. Education in US is shit,retweet,There's too many Americans walking around with the impression that Trump made some bad choices. A bucket of KFC &amp; cheese fries are bad choices. Bribery &amp; Extortion are crimes. One you're supposed to get Heartburn &amp; clogged arteries. One you're supposed to get life in prison.,retweet,Trump on Ghislaine Maxwell: “I wish her well.” Ghislaine Maxwell is charged with sex trafficking minor girls and the “president” wished her well. That’s more sympathy than he’s ever given to the nearly 140K people who have died from COVID. Let that one sink in... #TrumpPresser,retweet,0,,,,,,,,,,
EliasJMcClellan,Debra and I were happy to stand in line early this morning to vote to re-elect Senator Raphael Warnock for a full six-year term in the United States Senate. Please go out and vote early today! #EarlyVote #ReElectSenatorWarnock,retweet,"BREAKING: Speaker Nancy Pelosi drops the HAMMER on Donald Trump after his taxes are released, announces that the House ""will move swiftly to advance"" legislation ""requiring"" the IRS to ""conduct an annual audit of the President's finances."" RT TO THANK SPEAKER PELOSI!",retweet,"Max is a Democrat against Fascism, and backs (Ukraine’s) President Zelensky &amp; President Biden! This resister states “The GQP is the party of insurrection, Racism and Conspiracy Theories! If you want to protect Democracy, follow him! #VeesFriends #democracy 👇",retweet,"Dusty is an Air Force Vietnam Veteran, Proud Democrat and supports Biden &amp; Harris! This resister is fully vaccinated and “Says under President Biden, we are much more respected around the world.” If you are like Dusty, and you vote blue, he is worth the follow!",retweet,"Kempo is a Democrat, a cool guy, Political Junkie, and part of our Blue Crew team! This resister is a chemical geek, and a Martial Artist/Karate expert! He wants to see Trump and company in jail! If you agree with Kempo follow him! #DonksFriends",retweet,"Like everyone else, I lost a lot of followers since Elon reinstated Trump’s Twitter account — in my case, over 3,000. If you're staying on Twitter to keep fighting against MAGA Republicans and their extreme-right agenda, reply to this post and drop a 💙 — I’ll follow you back!",retweet,"Tony is a Democrat, Political junkie, who is riding with Biden, and says “F..K Putin”! This resister is the father to a fur baby named Sammy! If you are like Tony, then follow him! #VeesFriends #DonksFriends #JustKeepConnecting",retweet,"Trump's white fragility would not allow him to admit he lost the 2020 election even though he &amp; everyone around him knows he did. It's 2 &amp; a half years since &amp; he still goes on saying he won! Trump, YOU LOST. Get over it. Move on. Focus on all the legal issues you have. #GoJoe 💙",retweet,"If you only retweet ONE thing today, let it be this list of 156 House Republicans who voted to raise the retirement age for Social Security to age 70. Don't let them get away with it. Make sure EVERYONE knows.",retweet,"Son of two, Irish in Oz, Aston Martin &amp; Liverpool fan, Politically agnostic but DEFINITELY ANTI-TRUMP (he’s a FRAUD, not a politician has 785 followers and would like to meet other never- trumpers like you!",retweet,0,,,,,,,,,,
Em_xD,"If you're a UK fan, you should vote for Obama in 2012. 7 of our 8 titles came when a Democrat was in office. #justkidding #butseriously",retweet,Jeff Daniels is technically now the highest-elected official in the United States.,retweet,"No matter who wins this election, one thing is for sure: I ate stale Doritos for lunch and might not make it through the night",retweet,You can still have lots &amp; lots of guns? RT : What Does a Second Obama Term Mean for Gun Owners?,retweet,Wake me up when the election ends.,tweet,"""For what? There's no fun in Iraq."" #Brahima",tweet,Obama's face is killing me.,tweet,"What's the polite way of saying ""I hope you fall in a hole, so I never have to hear you speak,"" again?",tweet,"On the list of recent horrifying trends, I'm putting cannibalism right after Ugg boots and dudes in skinny jeans.",retweet,"I love this small town, I really do. But I couldn't care less about 90% of the people here.",tweet,0,,,,,,,,,,
EmmaAnzai,@POTUS And republicans actually believe that an appeal in the senate magically means Trump is no longer impeached...like magic..😂,reply,"Our response to Mr. Trump's inauguration has to be to fight back for economic, social, environmental &amp; racial justice. We're not giving up!",retweet,"Lone cyclist responds to @POTUS motorcade shortly after departing Trump National Golf Club in Sterling, Va. (Photo: /)",retweet,"Stop using Trump's framing about the ""opening the economy."" Here's what he is really doing: - going against the advice of medical experts and local officials - forcing workers to choose between their health and a paycheck - Repealing CDC guidelines with no plan",retweet,"Obama decided last year to let trans people serve openly, effective July 1. Trump delayed the implementation, now reversing the policy.",retweet,"I hear you, Sanders supporters who plan to vote Trump. One time I asked for Coke but they only had Pepsi, so I set fire to my head.",retweet,"My brother hates Obama yet he's so pro-Trump, he posted a video from 2008 of him campainging against her. Makes no sense.",tweet,"""Trump 2020. Make the liberals cry again."" Oh whoops. Seems like your car mysteriously caught fire there, bud.",tweet,How Donald Trump handles protesters vs how Barack Obama handles protesters. via @YouTube,retweet,"@danpfeiffer Why Trump wants the country to ""reopen"" ASAP: His properties are losing $1 million a day. He hasn't golfed for five weeks. He hasn't held a rally since March 2.",retweet,0,,,,,,,,,,
EricMMatheny,10/ Chris Krebs political bias and his affinity for domestic censorship: •Called Trump a national security threat •Pleased with #BidenLaptop censorship •Passionately censored covid-19 and elections •Wanted lawyers and doctors disbarred •Wanted conservative media bankrupted,retweet,"11. In the early afternoon of January 8, The Washington Post published an open letter signed by over 300 Twitter employees to CEO Jack Dorsey demanding Trump’s ban. “We must examine Twitter’s complicity in what President-Elect Biden has rightly termed insurrection.”",retweet,Trump is running. Florida completely red. Elon took over Twitter. Majority in the Supreme Court. Control of the House. Roe v Wade overturned. Republicans win popular vote. Nancy Pelosi fired. Parents fighting back. Cheer up. We're winning. Can't get rid of this rot overnight.,retweet,The $1.7 trillion omnibus bill just passed with the support of: 216 House Democrats 9 House Republicans 50 Senate Democrats 18 Senate Republicans Only 1 Democrat voted no: AOC,retweet,"On the classified document controversy, Biden is now accused of the same underlying violation as Trump, but Garland has elected, again, not to appoint a special counsel. Rather he is keeping the matter within the Justice Department ranks...",retweet,"Hundreds of homeless immigrants were dragged away to accommodate a Biden visit. If this happened with Bush/Trump, it would be a scandal that the Admin did a photo op on the backs of people in need. All is calm now. THIS is the Beauty of Having a Democrat in the White House!",retweet,"Democrats obsess over President Trump’s tax returns, but have no problem with the Pelosi family’s stock trades.",retweet,"Next year, Republicans are going to launch investigations and will expose people who should be prosecuted, but Congress can’t prosecute. That is the role of the DOJ, but the DOJ is now a political arm of the Democrat party. In order to bring accountability, we must gut the DOJ.",retweet,"In the last 24 hrs Trump has called out the DC war machine, called for peace talks in Ukraine &amp; flown to East Palestine to support Americans in need. You may not like Trump, but this is the leadership we desperately need. Don’t agree? Where is Biden &amp; where are the other…",retweet,"The bipartisan omnibus bill has passed – great news for our economy, capping off a year of historic bipartisan progress for the American people. This bill is proof that Republicans and Democrats can come together to deliver for families. I'm ready to sign it into law.",retweet,0,,,,,,,,,,
FishboneSins,"So far you've had to backpedal on ""no trans people murdered in the UK in 2022"", pretend that every conservative against women voting doesn't really count, and shown you weren't aware that anti-suffrage groups were led by women. Just take the L and go.",reply,"If there is any election takeaway, it's that being anti-trans is not the path to victory for the GOP. Focusing on forcible misgendering in schools, taking away healthcare, banning bathrooms does not lead to victory, especially in local races. GOP: Choose hate at your own peril.",retweet,"Greg Ellis is a Trump-supporting anti feminist who distributed revenge porn of his wife, had a restraining order for domestic violence, and is now banned from seeing his children. He voiced 12 characters in Hogwarts Legacy.",retweet,"You can register to vote on Election Day in the following states: CA, CO, CT, HI, IA, ID, IL, MD, ME, MI, MN, MT, NH, NM, NV, UT, VA, VT, WA, WI, WY + Washington, D.C. (and ND does not require voter reg)",retweet,Human Rights Watch and InterAct both come out against anti-trans bills for harming intersex youth. ALL anti-trans medical care bills passed by Republicans include provisions that allow for noncensunsual gender confirming surgery on intersex infants.,retweet,"In Kansas, they tried to pass a bill to curtail transgender rights. It was vetoed by their democratic governor. They attempted to override the veto, and fell short by one vote. One local house race made the difference for thousands of trans people. Go vote y’all.",retweet,I don't care about national politics and whether you want to participate in them or not - our national political system is broken and gridlocked anyway. But bills like this are why you HAVE to turn out and vote in your local elections folks. Please vote.,retweet,"I know that voting is a touchy subject - it is not NEARLY enough in today's society. But right now all over the country, your vote can make an impact on local laws. School boards and state reps are where the fight for trans rights will happen. Don't let them win.",retweet,"Your reminder that multi-hour voter lines is voter suppression, many of these people have jobs that they can't take off 2 hours for, election day is still not a federal holiday, laws don't exist to mandate employers let people vote, and this is profoundly wrong.",retweet,"If you are in Ohio, CALL YOUR STATE SENATOR NOW! Tell them to vote NO on HB151, which will ban all trans youth from sports in Ohio if it passes!",retweet,0,,,,,,,,,,
FitzGSN_,The U.S. stock market's reaction to Trump cutting off stimulus talks with the Democrats until after the election...,retweet,"BREAKING: A Trump advisor told the WI GOP that “Traditionally it’s always been Republicans suppressing votes in places”—&amp; ""It’s going to be a much bigger program, a much more aggressive program, a much better-funded program"" in 2020. Give to fight back:",retweet,"I support Congress overriding Trump’s veto on the bipartisan Yemen War Powers Resolution. We must put people over politics, do what is right, and stop supporting this war.",retweet,STATE OF PLAY: Republicans won't support a stimulus bill for American workers unless Steve Mnuchin gets a $500 billion slush fund that he can (secretly) distribute to pretty much any company he wants,retweet,"No mail. No healthcare. No jobs. No free or fair elections. Banned from the rest of the world. Our taxes blown on giveaways to corrupt corporations and institutions. Police violence against anyone who challenges this arrangement. We’re living in a failed state, no doubt about it.",retweet,Why aren't Trump's poll numbers better given how good the economy is? 60% of Americans believe the economy mainly benefits the rich 81% of Dems believe that 66% of Independents belief that And 32% of Republicans believe that via,retweet,"In interviews, Biden has response: He doesn't want to ""defund police,"" Trump's budgets would have done just that. But that message isn't in TV ads, which are 99% covid. And punditry in June was wrong about how unrest would play. (It hurt Trump.)",retweet,"The 2nd Circuit Court of Appeals has ruled that the Civil Rights Act of 1964 bans anti-gay workplace discrimination. The decision rebukes the Trump admin, which had argued against a gay worker in the case.",retweet,"The owner of an old Kenosha camera shop refused to pose with Trump, saying Trump was using him and his shop for political gain. So Trump had the former owner of the shop pretend to be the current owner for a photo op.",retweet,BREAKING: will pull events from states with anti-trans bills: “Our clear expectation as the Association’s top governing body is that all student-athletes will be treated with dignity and respect.” I hope every state currently discussing these bills takes notice 💸💸💸,retweet,0,,,,,,,,,,
FukBidens,10/ Chris Krebs political bias and his affinity for domestic censorship: •Called Trump a national security threat •Pleased with #BidenLaptop censorship •Passionately censored covid-19 and elections •Wanted lawyers and doctors disbarred •Wanted conservative media bankrupted,retweet,"11. In the early afternoon of January 8, The Washington Post published an open letter signed by over 300 Twitter employees to CEO Jack Dorsey demanding Trump’s ban. “We must examine Twitter’s complicity in what President-Elect Biden has rightly termed insurrection.”",retweet,Trump is running. Florida completely red. Elon took over Twitter. Majority in the Supreme Court. Control of the House. Roe v Wade overturned. Republicans win popular vote. Nancy Pelosi fired. Parents fighting back. Cheer up. We're winning. Can't get rid of this rot overnight.,retweet,The $1.7 trillion omnibus bill just passed with the support of: 216 House Democrats 9 House Republicans 50 Senate Democrats 18 Senate Republicans Only 1 Democrat voted no: AOC,retweet,"On the classified document controversy, Biden is now accused of the same underlying violation as Trump, but Garland has elected, again, not to appoint a special counsel. Rather he is keeping the matter within the Justice Department ranks...",retweet,"Hundreds of homeless immigrants were dragged away to accommodate a Biden visit. If this happened with Bush/Trump, it would be a scandal that the Admin did a photo op on the backs of people in need. All is calm now. THIS is the Beauty of Having a Democrat in the White House!",retweet,"Democrats obsess over President Trump’s tax returns, but have no problem with the Pelosi family’s stock trades.",retweet,"Next year, Republicans are going to launch investigations and will expose people who should be prosecuted, but Congress can’t prosecute. That is the role of the DOJ, but the DOJ is now a political arm of the Democrat party. In order to bring accountability, we must gut the DOJ.",retweet,"In the last 24 hrs Trump has called out the DC war machine, called for peace talks in Ukraine &amp; flown to East Palestine to support Americans in need. You may not like Trump, but this is the leadership we desperately need. Don’t agree? Where is Biden &amp; where are the other…",retweet,"The bipartisan omnibus bill has passed – great news for our economy, capping off a year of historic bipartisan progress for the American people. This bill is proof that Republicans and Democrats can come together to deliver for families. I'm ready to sign it into law.",retweet,0,,,,,,,,,,
FusionCash,"President Trump, We want to hear YOUR #WalkAway story! Will you share your #WA video w/ 🇺🇸? Let’s all make a video &amp;/or share a tweet w/ POTUS telling him we want to hear his #WalkAway!! Use the hashtags below⬇️ #TrumpsWalkAway #WalkAway &amp; tag: @realDonaldTrump",retweet,Very proud of the U.S. Senate for voting “YES” to advance the nomination of Judge Brett Kavanaugh!,retweet,BREAKING: THIS VIDEO DESTROYS HILLARY'S 'RACIST' ATTACKS AGAINST TRUMP -... via @YouTube,tweet,This video will get Donald Trump elected if it goes viral! AMAZING! via @YouTube,tweet,"HIDDEN CAM: NYC Democratic Election Commissioner, ""They Bus People Aroun... via @YouTube",tweet,"Election after election... nothing has changed, and the people are incredibly frustrated.",retweet,"If you want to understand what the Left is doing right now, read Saul Alinsky’s Rules For Radicals. What we are seeing right now is Rule #13 in action: “Pick the target, freeze it, personalize it, and polarize it.” The Left doesn't care about women, they care about winning",retweet,Former Trump Employee: Trump Is Not Racist via @YouTube,tweet,WATCH: Black Female Trump Executive Speaks About 'The Trump Family That I Know' via @seanhannity,tweet,UPDATE: just confirmed. Chatham County is done counting votes for the night. The board of elections annex building is empty. Workers say they’ll be back at 8 a.m. Still thousands of votes to be counted here.,retweet,0,,,,,,,,,,
GRNesh17,"Thank God there are NO elections or politics in Heaven. Jesus is not a Republican nor a Democrat. The government shall be upon his shoulder: His name shall be called Wonderful, Counselor, The mighty God. King of Kings &amp; Lord of Lords. We owe our ultimate allegiance to Him alone.",retweet,"Thank God there are NO elections or politics in Heaven. Jesus is not a Republican nor a Democrat. The government shall be upon his shoulder: His name shall be called Wonderful, Counselor, The mighty God. King of Kings &amp; Lord of Lords. We owe our ultimate allegiance to Him alone.",retweet,We are citizens of heaven governed by God Almighty so we fear not but praise Jesus Christ in every situation because no matter what our redeemer is coming back !amen,retweet,"2 in the Down the Lane series ""If Chris is put on the shelf, you need to step up and lead the war against the Knights MC."" ""Flash, we'll be breaking the biggest rule. I'm not even a member."" ""What rules? We're fucking gangsters. We broke every rule to get here.""",retweet,Pakistani student Adil Rahoo has become the first-ever international and Pakistani student to have been elected as the president of Glasgow Caledonian University,retweet,"Both coward morons are now behind the bars, they are nasty scars on the face of humanity particularly Pashtuns, they beat up their mother &amp; sister with helmet &amp; hammer brutally when they demanded their due rights. This is sad state of woman in our society.",retweet,"Two weeks before the pandemic started, the government (NIAID) and MODERNA signed a confidential agreement regarding COVID VACCINES, how did they know!!?? Anthony Fauci has to answer some questions! #vaccine #vaccineinjury #vaccinedeaths",retweet,"Those who are born again from incorruptible seed being are new creatures in Christ, dead to sin. We are the righteousness of God through Christ. God does not see us as sinners, rather as joint heirs with Jesus Christ...his children holy temples for his Spirit.",reply,"It's not much to ask for. I want solid healthcare, some nice roads and infrastructure, world class education, good social services, and a safety net for those less fortunate. You know, all the stuff that we pay taxes for. Not subsidies and tax breaks for the rich.",retweet,"Lord we pray for those who are set against us as foes to do us harm in any way🇺🇸🌏🕊🙋🏼‍♀️we seek Your counsel🙏Your Mighty Right hand 😎🤓show us the way! Isaiah 🎺🙏TPT 32:18 My people will live free from worry in secure, quiet homes of peace.",retweet,0,,,,,,,,,,
GRUBTHOR,"This is why Democrats try so hard to portray Republicans as people who want to eliminate all LGBT people, remove all taxes ever, and actual nazis. Because they want the ""well at least they're not nazis"" vote since they can't get the actual ""i trust them to do what they say"" vote",reply,"Assuming you're not American because yes. Haven't you seen those posts from people saying ""I voted for Biden because Republicans want me dead""?",reply,"Honestly it seems like people forget that the Republican party didn't even exist until around 80 years after the country was established. A vote for a party that isn't Dem or GOP is just that. Nothing more, nothing less.",reply,Those are the kind of people who said they would move to Canada if trump got elected but didn't.,reply,"I'm sorry, could you provide a source for that? In the last 4 years I don't remember Trump installing a dictatorship or creating concentration camps (the border camps existed under Obama, so no that doesn't count)",tweet,I really hope so. I keep seeing people I thought were reasonable unironically state that JK Rowling directly kills trans people by existing. It's a repeat of Trump hysteria during that election and it's tiresome.,reply,Kind of reminds me of trump getting elected tbh. People crying and shitting themselves over a Harry Potter game wasn't something I expected tbh,reply,"Saying One Piece is anti-government is projection at best. Luffy beats up anyone who hurts his friends. Regardless if they're marines or other pirates. Not to mention times they help the government of the island or work with marines (Alabasta, Punk Hazard, Zou, etc).",reply,Unfortunately being right isn't enough for people to not state their disapproval of Trump any time he says something.,reply,I'd say it's more like Republicans have standards that aren't good and Democrats have no standards at all.,reply,0,,,,,,,,,,
GSDOUBLEU,"Newsom might not be super popular in CA, but the state's high Democratic lean is good enough to not lose. The days of an Arnold Schwarzenegger-type Republican who has crossover appeal and could convince enough people to vote YES on a recall is long gone.",reply,"The Republican nominee will either Trump or the short and fat Italian Trump, Ron DeSantis.",reply,"Editorials: Vogue: Why Kim Kardashian and Julia Fox love Balenciaga Teen Vogue: Bestie, it’s time to kill your landlord in the fight against American capitalism",retweet,Libertarians are Republicans that like weed.,reply,Trump has to be one of the first cast members of Home Alone 2 to sell stolen nuclear secrets to the Saudis for $2 billion,retweet,"The Good Morning America cheating scandal is giving what a scandal needs to. High stakes (co-anchors on the most watched American newscast), audacity (65 photos of broad daylight cheating), and evidence hiding in plain sight (the guy’s anniversary post)",retweet,@POTUS The Federal government already subsidizes fossil fuels though.,reply,i called a conservative morning show and tried to name as many punk bands as i could before they caught on.,retweet,"Was Cal Jacobs in 1992 a fan of merengue and bachata? He has a cassette of Juan Luis Guerra, who is a popular musician across Latin America. #Euphoria",tweet,It's not her fault that the Senate is a pile of shit.,reply,0,,,,,,,,,,
Gabino_Iglesias,"Please let the fact that this is going to end up being close disabuse us of the notion that Trump was a fluke or that he doesn't represent a real, deep seated throughline in America and American ideology. That requires real work to address, work way beyond voting.",retweet,I’m getting a lot of angry MAGA people shouting that “the mass graves are not Trump’s fault!” YES. THEY ARE. The coronavirus is not Trump’s fault. But our government’s HORRENDOUS response to it is 1000% Trump’s fault. Let’s run through what is INDISPUTABLY Trump’s fault:,retweet,"While Trump received over $100,000 in free government health care for himself, he's attempting to throw 20 million Americans off their health care. Yes. Trump, the self-proclaimed billionaire, believes in government help for himself, but rugged individualism for everyone else.",retweet,"look, i'll vote for the democratic presidential candidate in the general election. whatever. but the fact that they narrowed THAT field down to THIS candidate is the biggest fucking self-own, wow. there is nothing more scathing i could say about the party than: they did that.",retweet,"BREAKING: Trump says he is halting funding for the World Health Organization. During the height of a pandemic, where we are the hardest hit country. Trump is absolutely ridiculous and insane.",retweet,"Why is it so hard for some Democrats to understand that it is possible to be 100% against Donald Trump, but also disappointed in the Democratic party for actively opposing the fundamental change we need to heal this nation?",retweet,Americans need a better understanding of how our political culture relies on intentional stigmatization of socialism to build the feeling that it’s the worst political outcome possible. Even caution about socialism from moderately pro-socialist liberals is informed by this.,retweet,"The people who need social supports and accomodations are the same ones least able to navigate the convoluted systems we have in place. Instead of recognizing this, the narrative is ""If they want help they should apply"" ignoring the fact they lack the ability to.",retweet,"Today, Joe Biden told a voter that he was “full of shit.” Centrist Democrats are praising him for it. I would just like to point out that if Bernie Sanders did the same thing, centrists would be clutching their pearls and calling him “toxic.”",retweet,"Trump, who decries carefully fact-checked reporting as ""fake news"" has just retweeted an article by an actual fake news satire website that makes stuff up for laughs. It's the Christian version of The Onion. The world's best information is available to him and he falls for satire",retweet,0,,,,,,,,,,
GallantSays,"@ProjectLincoln I wonder if the #MAGA crowd understand that they can eliminate Trump's biggest competition in 2024 by voting for , or leaving the governor question blank, and not Ron DeSantis? Ron takes the L and his POTUS ambitions go poof.",reply,"I'm imagining Trump after a GOP '24 primary if the Republican electorate decide Trump is an albatross on the party &amp; they go in a different direction. I assume Trump would then become a GOP arsonist in the general, seeking revenge against any and all who thwarted him, see GA '20",reply,most Republicans I would argue do not vote in their financial interests... as Trump once acknowledged.,reply,Trump's fat-wahhh against anyone in Congress who voted to impeach him.,reply,"@MollyJongFast McCain on the right in 2008, Trump on the right in 2021 vs Obama on the left in 2008 and Biden on the left in 2021. The meme in that reality could only be the viewed when aided by psychedelics.",reply,"@chrislhayes has emphasized that point, so it would be wise to always refer to Trump during broadcasts as ""2020 election loser Donald Trump"" or ""two time popular vote loser Donald Trump"". Loser followed by TFG's name is effective and accurate branding.",reply,"@piersmorgan I assume was able to take advantage of Trump's already bad but weakened debating skills, with the TFG cocooning himself post 1/6 to conservative media outlets that rarely challenge anything he has to say. GOP not wanting 2024 debates acknowledges that deficiency.",reply,"The only way to save democracy is to vote for Democrats in the fall. That may sound hyperbolic to some – but that’s precisely the problem. Like so many Ukrainians before Feb. 24, most Americans remain in denial about the threat to our country.",retweet,"@RonFilipkowski limited government until a Democrat is in the White House, then they expect POTUS to be Master of the Universe, injecting himself into every aspect of our lives and coming to the rescue somehow, some way, superhero style, no matter the importance, private sector issues or not.",reply,"Katie Hobbs hit a sore spot with #MAGA, with #ArrestKatieHobbs trending, after asking for an ethics review of Mark Brnovich, who concealed a report he launched that debunked 2020 election fraud claims. Mark didn't want to upset Trump's fragile ego &amp; will soon be disbarred #ettd",tweet,0,,,,,,,,,,
